"CASRN","DTXSID","chem_name","MC","SteroidSynth","ERactivity","gentox","Consumer","Diet","Pharma","Pesticide","Industrial","HPV","U95intake","P65_Cancer","P65_Dev"
"8018-01-7","DTXSID0034695","Mancozeb",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"131-11-3","DTXSID3022455","Dimethyl phthalate",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"42509-80-8","DTXSID7034676","Isazofos",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"116714-46-6","DTXSID5034773","Novaluron",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"94361-06-5","DTXSID0032601","Cyproconazole",NA,"E2up","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"148477-71-8","DTXSID6034928","Spirodiclofen",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"35554-44-0","DTXSID8024151","Imazalil",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"87546-18-7","DTXSID2032554","Flumiclorac-pentyl",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"119446-68-3","DTXSID4032372","Difenoconazole",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"149979-41-9","DTXSID7034252","Tepraloxydim",NA,"P4up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"41198-08-7","DTXSID3032464","Profenofos",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"56-72-4","DTXSID2020347","Coumaphos",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"66230-04-4","DTXSID4032667","Esfenvalerate",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"74051-80-2","DTXSID9024304","Sethoxydim",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"82558-50-7","DTXSID8024159","Isoxaben",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"31218-83-4","DTXSID7032470","Propetamphos",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"55219-65-3","DTXSID0032493","Triadimenol",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"67747-09-5","DTXSID4024270","Prochloraz",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"1582-09-8","DTXSID4021395","Trifluralin",NA,"negative","weak_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"114311-32-9","DTXSID3034664","Imazamox",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"57837-19-1","DTXSID6024175","Metalaxyl",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"84-74-2","DTXSID2021781","Dibutyl phthalate",NA,"negative","weak_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,"Dev_F_M"
"131341-86-1","DTXSID2032398","Fludioxonil",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"118134-30-8","DTXSID1034212","Spiroxamine",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"94-74-6","DTXSID4024195","MCPA",NA,"P4up","not_agonist","negative","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"71751-41-2","DTXSID8023892","Abamectin",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp","Pharma_cp","Pesticide_cp",NA,NA,NA,NA,"Dev"
"153233-91-1","DTXSID8034586","Etoxazole",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"66441-23-4","DTXSID2032392","Fenoxaprop-ethyl",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"4376-20-9","DTXSID2025680","MEHP",NA,"P4up","not_agonist","negative","Consumer_exp",NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"12427-38-2","DTXSID9020794","Maneb",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"298-00-0","DTXSID1020855","Methyl parathion",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"131983-72-7","DTXSID0032655","Triticonazole",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"52315-07-8","DTXSID1023998","Cypermethrin",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_cp","Pharma_cp","Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"62924-70-3","DTXSID7032553","Flumetralin",NA,"P4up","agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"5234-68-4","DTXSID0023951","Carboxin",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"90-43-7","DTXSID2021151","2-Phenylphenol",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"82657-04-3","DTXSID9020160","Bifenthrin",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"97886-45-8","DTXSID9032379","Dithiopyr",NA,"negative","weak_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"22781-23-3","DTXSID9032327","Bendiocarb",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"117718-60-2","DTXSID1032488","Thiazopyr",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"2675-77-6","DTXSID2024793","Chloroneb",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"42874-03-3","DTXSID7024241","Oxyfluorfen",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"27314-13-2","DTXSID8024234","Norflurazon",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"63-25-2","DTXSID9020247","Carbaryl",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp","Pharma_cp","Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer","Dev_F_M"
"83657-24-3","DTXSID2040363","Diniconazole",NA,"P4up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1698-60-8","DTXSID3034872","Chloridazon",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"210880-92-5","DTXSID2034465","Clothianidin",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1596-84-5","DTXSID9020370","Daminozide",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"66332-96-5","DTXSID8024109","Flutolanil",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"114-26-1","DTXSID7021948","Propoxur",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"314-40-9","DTXSID4022020","Bromacil",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"33629-47-9","DTXSID3032337","Butralin",NA,"E2P4up","weak_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"51338-27-3","DTXSID0032605","Diclofop-methyl",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer","Dev"
"60168-88-9","DTXSID2032390","Fenarimol",NA,"negative","agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"29232-93-7","DTXSID0024266","Pirimiphos-methyl",NA,"E2P4up","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"1134-23-2","DTXSID6032356","Cycloate",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,"Dev"
"129630-19-9","DTXSID8034871","Pyraflufen-ethyl",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"103361-09-7","DTXSID7032555","Flumioxazin",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"120-32-1","DTXSID5020154","Clorophene",NA,"E2P4up","weak_agonist","negative","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"101-21-3","DTXSID7020764","Chlorpropham",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"122836-35-5","DTXSID6032645","Sulfentrazone",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"110488-70-5","DTXSID7034545","Dimethomorph",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"40487-42-1","DTXSID7024245","Pendimethalin",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2212-67-1","DTXSID6024206","Molinate",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,"Dev_F_M"
"117-81-7","DTXSID5020607","Di(2-ethylhexyl) phthalate",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more","Cancer","Dev_M"
"52645-53-1","DTXSID8022292","Permethrin",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp","Pharma_FDA_Rx_OTC","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"101-05-3","DTXSID9020089","Anilazine",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"1861-40-1","DTXSID3023899","Benfluralin",NA,"P4up","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"55-38-9","DTXSID8020620","Fenthion",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"81777-89-1","DTXSID1032355","Clomazone",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"79241-46-6","DTXSID0034855","Fluazifop-P-butyl",NA,"E2P4up","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"7287-19-6","DTXSID4024272","Prometryn",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"741-58-2","DTXSID9032329","Bensulide",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"39515-41-8","DTXSID0024002","Fenpropathrin",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"5598-13-0","DTXSID6032352","Chlorpyrifos-methyl",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"23031-36-9","DTXSID0032572","Prallethrin",NA,"E2P4up","not_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"72-43-5","DTXSID9020827","Methoxychlor",NA,"negative","agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"2310-17-0","DTXSID1024259","Phosalone",NA,"P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"121552-61-2","DTXSID1032359","Cyprodinil",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"13194-48-4","DTXSID4032611","Ethoprop",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"1610-18-0","DTXSID6022341","Prometon",NA,"E2P4up","not_agonist","no test","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"68359-37-5","DTXSID5035957","Cyfluthrin",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_cp","Pharma_cp","Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"128639-02-1","DTXSID4032532","Carfentrazone-ethyl",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"135158-54-2","DTXSID1032519","Acibenzolar-S-methyl",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"54593-83-8","DTXSID2032344","Chlorethoxyfos",NA,"negative","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"298-04-4","DTXSID0022018","Disulfoton",NA,"negative","weak_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"36734-19-7","DTXSID3024154","Iprodione",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"77501-63-4","DTXSID7024160","Lactofen",NA,"E2P4up","not_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"114369-43-6","DTXSID8032548","Fenbuconazole",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"86-50-0","DTXSID3020122","Azinphos-methyl",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"101-77-9","DTXSID6022422","4,4'-Methylenedianiline",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"629-76-5","DTXSID0027270","1-Pentadecanol",NA,"E2up","not_agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"553-26-4","DTXSID2027200","4,4'-Bipyridine",NA,"E2P4up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"112-38-9","DTXSID8035001","10-Undecenoic acid",NA,"E2P4up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"NOCAS_47291","DTXSID5047291","CI-1044",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79-39-0","DTXSID8029600","Methacrylamide",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"NOCAS_47377","DTXSID0047377","AVE6324",NA,"negative","weak_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943-75-1","DTXSID2029246","Triethoxyoctylsilane",NA,"E2up","not_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"52-01-7","DTXSID6034186","Spironolactone",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_FDA_Rx",NA,NA,NA,NA,"Cancer",NA
"89-83-8","DTXSID6034972","Thymol",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"98-54-4","DTXSID1020221","4-tert-Butylphenol",NA,"E2P4up","agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"92-84-2","DTXSID5021126","Phenothiazine",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp","Pharma_cp",NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"2772-45-4","DTXSID7029241","2,4-Bis(1-methyl-1-phenylethyl)phenol",NA,"negative","weak_agonist","no test",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"2433-14-9","DTXSID3040722","4-Cyclohexylcyclohexanol",NA,"E2up","weak_agonist","no test","Consumer_exp",NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"69-74-9","DTXSID5024891","Cytarabine hydrochloride",NA,"negative","weak_agonist","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106-47-8","DTXSID9020295","4-Chloroaniline",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp",NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"103-65-1","DTXSID3042219","Propylbenzene",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"446-86-6","DTXSID4020119","Azathioprine",NA,"P4up","not_agonist","positive",NA,NA,"Pharma_FDA_Rx",NA,NA,NA,NA,"Cancer","Dev"
"496-72-0","DTXSID9024930","3,4-Diaminotoluene",NA,"E2P4up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"NOCAS_47267","DTXSID3047267","CP-642931",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445295-04-5","DTXSID6047282","CP-671305",NA,"E2P4up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"368832-42-2","DTXSID1047283","CP-728663",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55285-14-8","DTXSID5023950","Carbosulfan",NA,"negative","weak_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"136-77-6","DTXSID1020699","4-Hexylresorcinol",NA,"negative","weak_agonist","positive","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"2104-64-5","DTXSID7022174","EPN",NA,"E2P4up","weak_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1987-50-4","DTXSID2037714","4-Heptylphenol",NA,"negative","agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"79902-63-9","DTXSID0023581","Simvastatin",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_exp","Pharma_FDA_Rx",NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"106-44-5","DTXSID7021869","p-Cresol",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_exp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"1338-43-8","DTXSID6027397","Sorbitan, mono-(9Z)-9-octadecenoate",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"754-91-6","DTXSID3038939","PFOSA",NA,"negative","weak_agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"102-06-7","DTXSID3025178","1,3-Diphenylguanidine",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"548-62-9","DTXSID5020653","Gentian Violet",NA,"P4up","not_agonist","positive","Consumer_cp",NA,"Pharma_FDA_discontinued","Pesticide_cp",NA,NA,NA,"Cancer",NA
"50-78-2","DTXSID5020108","Aspirin",NA,"E2up","not_agonist","positive","Consumer_cp",NA,"Pharma_FDA_Rx_OTC",NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,"Dev_F"
"797-63-7","DTXSID3036496","Norgestrel",NA,"E2P4up","agonist","negative","Consumer_cp",NA,"Pharma_FDA_Rx","Pesticide_cp",NA,NA,NA,NA,"Dev_F"
"668981-02-0","DTXSID0047294","CP-863187",NA,"P4up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1061517-62-1","DTXSID4047337","PharmaGSID_47337",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87-62-7","DTXSID8026307","2,6-Dimethylaniline",NA,"P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"99-71-8","DTXSID7022332","4-(Butan-2-yl)phenol",NA,"E2P4up","agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"131-17-9","DTXSID7020392","Diallyl phthalate",NA,"negative","weak_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"143-50-0","DTXSID1020770","Kepone",NA,"negative","agonist","negative","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer","Dev"
"33228-44-3","DTXSID0040707","4-Pentylaniline",NA,"P4up","weak_agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"59-30-3","DTXSID0022519","Folic acid",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_FDA_cp","Pharma_FDA_Rx","Pesticide_cp",NA,NA,NA,NA,NA
"87-86-5","DTXSID7021106","Pentachlorophenol",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"676116-04-4","DTXSID7047271","PD 0343701",NA,"P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13071-79-9","DTXSID2022254","Terbufos",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"120-71-8","DTXSID1020350","2-Methoxy-5-methylaniline",NA,"P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more","Cancer",NA
"6893-02-3","DTXSID8023216","3,5,3'-Triiodothyronine",NA,"negative","agonist","no test","Consumer_cp",NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
